date,volume,open,close,high,low
21-09-2016,2631285,206.37,205.22,207,201.56
20-09-2016,2408556,206.85,204.64,207.75,203.91
19-09-2016,2298318,207,206.34,209.43,205
16-09-2016,3104266,200.42,205.4,205.7,199
15-09-2016,3082942,196.49,200.42,202.5193,196.4
14-09-2016,2256143,195.75,196.41,197.9248,194.8562
13-09-2016,3583140,197.06,196.05,198.49,193.45
12-09-2016,3714049,195,198.3,201.369,194.1
09-09-2016,3753734,199.09,194.47,199.92,193.7
08-09-2016,3372293,199.55,197.36,199.89,196.36
07-09-2016,3637918,205.5,201.71,206.4968,200.71
06-09-2016,4386193,199.02,202.83,203.25,199
02-09-2016,5970154,202.33,197.78,203.2,196.2
01-09-2016,7932444,209.01,200.77,211.0999,200.5
31-08-2016,3274854,210.43,212.01,212.6,208.65
30-08-2016,3164222,216.11,211.34,216.11,210.52
29-08-2016,3261381,220.15,215.2,220.4,215
26-08-2016,2238087,222.14,219.99,222.855,218.82
25-08-2016,1760212,223.11,220.96,223.8,220.77
24-08-2016,2566947,227.05,222.62,227.15,222.22
23-08-2016,4747745,224.32,224.84,228.49,222.8
22-08-2016,2061692,224.17,222.93,225.11,222.68
19-08-2016,1658616,223.54,225,225.169,222.53
18-08-2016,1699300,223.82,223.51,225.66,222.29
17-08-2016,1786408,224.33,223.24,224.83,222.8
16-08-2016,2251115,225.49,223.61,227.19,223.4101
15-08-2016,2017964,226.02,225.59,229.5,224.93
12-08-2016,1811850,225.41,225.61,226.65,224.04
11-08-2016,1876959,226.17,224.91,227.57,223.41
10-08-2016,2336496,228.24,225.65,229.87,224.62
09-08-2016,2199766,226.82,229.08,231.5375,226.65
08-08-2016,2259465,228,226.16,229.6,226.09
05-08-2016,3190342,230,230.03,232,227.4
04-08-2016,4142155,225.69,230.61,230.86,222.05
03-08-2016,3808747,227.37,225.79,229.699,224.21
02-08-2016,3928706,229.37,227.2,229.87,221.4
01-08-2016,4014048,235.5,230.01,236.63,229.38
29-07-2016,3061574,230.7,234.79,235.28,230.24
28-07-2016,2415462,227.95,230.61,230.76,226.6
27-07-2016,2887028,229.34,228.49,233.36,226.92
26-07-2016,3427251,227.69,229.51,230,225.3
25-07-2016,4479483,222.27,230.01,231.39,221.3715
22-07-2016,2570462,221.99,222.27,224.5,218.88
21-07-2016,4425756,226,220.5,227.847,219.1
20-07-2016,2556119,226.47,228.36,229.8,225
19-07-2016,3047535,225,225.26,229.1,224.75
18-07-2016,3394588,219.64,226.25,227.09,218.3
15-07-2016,2230821,222.52,220.4,222.7499,219.64
14-07-2016,2657899,223.12,221.53,224.94,221.05
13-07-2016,3540699,225.5,222.53,225.59,220.29
12-07-2016,4573875,224.1,224.65,227.5,223.22
11-07-2016,5369066,219.96,224.78,226.78,219.51
08-07-2016,4067131,217.8,216.78,219.81,214.5
07-07-2016,3603385,213.1,215.94,218.12,213.01
06-07-2016,4910285,210,214.44,215.23,209
05-07-2016,5169832,209.73,213.98,214.5441,208
01-07-2016,5396030,206.14,216.5,218.24,206
30-06-2016,4794440,212.97,212.28,213.4999,209.02
29-06-2016,5987120,205.13,210.19,211.78,203
28-06-2016,6158996,201.89,201.79,204.05,199.41
27-06-2016,7211823,190.86,198.55,198.81,187.87
24-06-2016,6988949,190.05,193.15,195.12,189.73
23-06-2016,10098190,195.69,196.4,197.55,192.13
22-06-2016,23706100,199.47,196.66,205.95,195.75
21-06-2016,2855619,220.68,219.61,222.569,218.81
20-06-2016,3549768,219.5,219.7,223.75,218.23
17-06-2016,3107734,217.81,215.47,219.99,214.5
16-06-2016,2438692,217.42,217.93,218.04,213.5
15-06-2016,2905002,216.95,217.7,221.9,215.13
14-06-2016,3575822,218.88,214.96,222.2,212.53
13-06-2016,4187833,219.5,217.87,225.77,217.66
10-06-2016,5994548,227.39,218.79,227.97,218.4217
09-06-2016,4454222,234.98,229.36,235.33,227.06
08-06-2016,5965110,233.8,235.52,240.845,232.605
07-06-2016,6194154,222.24,232.34,234.44,221.52
06-06-2016,2242634,218,220.68,220.9,215.45
03-06-2016,2226110,220,218.99,221.94,218.01
02-06-2016,2017279,219.59,218.96,219.909,217.11
01-06-2016,2982270,221.48,219.56,222.4,216.89
31-05-2016,2786682,223.04,223.23,224.7497,221.5001
27-05-2016,3645792,224.99,223.04,225.93,220.75
26-05-2016,4066512,220.5,225.12,225.26,219.05
25-05-2016,3131279,217.91,219.58,221.36,216.51
24-05-2016,3009327,216.6,217.91,218.74,215.18
23-05-2016,5096751,219.87,216.22,222.6,215.86
20-05-2016,8996546,216.99,220.28,220.55,216.35
19-05-2016,6817922,213.62,215.21,216.79,207.3
18-05-2016,5552692,209.15,211.17,215.31,207.75
17-05-2016,2842028,209.05,204.66,209.8199,204.02
16-05-2016,2945754,208.15,208.29,213.15,207.92
13-05-2016,2820616,207.78,207.61,211.2,206.7
12-05-2016,3650075,211.44,207.28,211.67,203.6572
11-05-2016,5159640,207.59,208.96,215.48,206.05
10-05-2016,4068053,207.55,208.69,209.47,205
09-05-2016,4772992,215.72,208.92,216.15,206.8
06-05-2016,5683675,210.87,214.93,216.37,208.11
05-05-2016,11248340,228.46,211.53,228.64,209.79
04-05-2016,8550004,230.29,222.56,234.46,220.4
03-05-2016,4296325,237.36,232.32,238.91,231.62
02-05-2016,3838958,241.5,241.8,243.19,234.82
29-04-2016,5405164,248.14,240.76,248.43,237.81
28-04-2016,2515595,249.85,247.71,253.43,247.44
27-04-2016,3198105,252.75,251.47,255,249.4
26-04-2016,3217779,252.05,253.74,255.73,249.39
25-04-2016,3665088,253.01,251.82,257.38,250.76
22-04-2016,3783126,248.89,253.75,254,245.71
21-04-2016,2777079,248.99,248.29,250.9,246.91
20-04-2016,5192343,246.26,249.97,253.66,241.5
19-04-2016,6351360,253.12,247.37,254.3699,241.251
18-04-2016,4263246,252.23,253.88,258.31,251.66
15-04-2016,3748593,251.31,254.51,254.6,249.12
14-04-2016,4129258,253,251.86,256.839,251.0501
13-04-2016,4921554,248.51,254.53,255.5,247.33
12-04-2016,5755351,249.5,247.82,251.8,243.63
11-04-2016,9156404,251,249.92,258.99,245.3
08-04-2016,7352707,260.5,250.07,260.82,248.0201
07-04-2016,8845567,266.45,257.2,269.34,254.51
06-04-2016,11695760,253.97,265.42,267.74,253.45
05-04-2016,9931470,240.5,255.47,256.56,240
04-04-2016,13381160,249.12,246.99,252.12,243.64
01-04-2016,15979910,244.825,237.59,247.9,233.25
31-03-2016,7975638,229.34,229.77,237.42,225.01
30-03-2016,4025670,235.09,226.89,235.5,226.5
29-03-2016,4006037,229.89,230.13,232.38,225.33
28-03-2016,3878599,231.61,230.26,234.81,225
24-03-2016,4956604,215.78,227.75,228.8877,215
23-03-2016,4936203,232.37,222.58,234.73,222.03
22-03-2016,4303052,237.21,234.24,238.99,232.558
21-03-2016,5289014,235.34,238.32,239.88,235
18-03-2016,4704761,229.1,232.74,234.48,228.06
17-03-2016,3769083,221.47,226.38,228.5,220
16-03-2016,3511873,218,221.93,222.58,217.02
15-03-2016,3133230,214.27,218.34,218.97,211.5
14-03-2016,4062304,212.65,215.15,216.72,210.64
11-03-2016,3339148,207.93,207.5,209.42,205.33
10-03-2016,5191602,210,205.18,213.29,200.671
09-03-2016,3207597,204.52,208.72,209.3726,202.79
08-03-2016,4175498,203.5,202.6,207.5,202.2
07-03-2016,5331097,197.68,205.29,209.7,197.4
04-03-2016,6479858,198,201.04,204.03,197.5001
03-03-2016,4822993,188.28,195.74,197.42,184.22
02-03-2016,4858631,183.73,188.34,188.52,181.5
01-03-2016,6695704,194.25,186.35,195.9484,182.7
29-02-2016,4495402,192.4,191.93,196.35,189.222
26-02-2016,6054061,188.7,190.34,192,185
25-02-2016,5727008,178.65,187.43,188.5192,175.2
24-02-2016,5385369,172.75,179,179.5,167.84
23-02-2016,5982993,176.16,177.21,181.73,173.68
22-02-2016,5055340,170.12,177.74,178.91,169.85
19-02-2016,2955832,163.66,166.58,167.49,162.5
18-02-2016,3883107,172.42,166.77,172.95,164.77
17-02-2016,5820264,159,168.68,169.34,156.68
16-02-2016,5561638,158.7,155.17,162.95,154.11
12-02-2016,7233264,155,151.04,157.01,143.7
11-02-2016,14236900,152,150.47,163.26,147
10-02-2016,10104690,150.5,143.67,154.97,141.74
09-02-2016,8639661,142.32,148.25,159.79,141.05
08-02-2016,9306754,157.105,147.99,157.15,146
05-02-2016,9434495,171.3,162.6,173,157.7442
04-02-2016,4379442,170.7,175.33,175.98,166.99
03-02-2016,7927640,183.59,173.48,183.94,170.18
02-02-2016,5764817,192.42,182.78,193.12,180.23
01-02-2016,5295685,188.76,196.94,199.52,182.75
29-01-2016,2848929,189.95,191.2,193.74,188.08
28-01-2016,4586328,190.79,189.7,191.28,182.41
27-01-2016,3577353,192.38,188.07,193.26,185.77
26-01-2016,4956918,196.7,193.56,197.82,188.88
25-01-2016,2695408,200.06,196.38,203.57,195.88
22-01-2016,3122066,204.801,202.55,205.5,199.03
21-01-2016,3164424,201.55,199.97,203.23,195.02
20-01-2016,5826110,199.4,198.7,201.28,191.25
19-01-2016,4031271,208.71,204.72,210.47,200.78
15-01-2016,5325773,198.97,204.99,205.07,197.25
14-01-2016,6490579,202.21,206.18,210,193.38
13-01-2016,4120993,212.01,200.31,212.65,200
12-01-2016,3079051,211.6,209.97,213.7395,205.31
11-01-2016,4090843,214.01,207.85,214.45,203
08-01-2016,3572360,217.86,211,220.44,210.77
07-01-2016,3550704,214.19,215.65,218.44,213.67
06-01-2016,3774353,220,219.04,220.05,215.98
05-01-2016,3185525,226.36,223.43,226.89,220
04-01-2016,6823510,230.72,223.41,231.38,219
31-12-2015,2713817,238.51,240.01,243.45,238.37
30-12-2015,3694448,236.6,238.09,243.634,235.6707
29-12-2015,2402438,230.06,237.19,237.72,229.547
28-12-2015,1900171,231.49,228.95,231.98,225.54
24-12-2015,710277,230.56,230.57,231.88,228.28
23-12-2015,1551031,232.18,229.7,233.45,228.13
22-12-2015,1958836,234.99,229.95,236.55,229.63
21-12-2015,1951581,231.69,232.56,235.83,231.08
18-12-2015,3008057,232.89,230.46,235.9,229.29
17-12-2015,3294460,233.94,233.39,237.76,229.8149
16-12-2015,5100443,222.1,234.51,234.88,220.73
15-12-2015,2241686,221.82,221.09,222.22,218
14-12-2015,2827797,217.51,218.58,220.92,214.87
11-12-2015,3259114,225.24,217.02,225.75,216.64
10-12-2015,2070088,224.71,227.07,228.49,223.64
09-12-2015,3057036,226.7,224.52,227.5,220.72
08-12-2015,2682259,227.52,226.72,228.8,224.2
07-12-2015,3140864,227.7,231.13,235.63,226.15
04-12-2015,2572014,232.46,230.38,233.27,227.66
03-12-2015,2937233,235.48,232.71,237.45,230
02-12-2015,2980644,237,231.99,238.6,231.23
01-12-2015,3728562,231.06,237.19,238,231.05
30-11-2015,2591205,231.79,230.26,234.28,229.08
27-11-2015,1949353,231.06,231.61,232.25,227.01
25-11-2015,3986945,221.34,229.64,230.825,220.375
24-11-2015,2478389,215.37,218.25,221,215
23-11-2015,2525196,217.35,217.75,219.18,214.6798
20-11-2015,4394199,223.49,220.01,225,213.58
19-11-2015,2499593,220.54,221.8,226.19,220.3
18-11-2015,2810200,214.5,221.07,221.38,212.52
17-11-2015,2148326,215.2,214,216,211.4
16-11-2015,2920362,206.09,214.31,214.98,205.8
13-11-2015,3423139,212.95,207.19,212.99,206.52
12-11-2015,2913511,217.85,212.94,219,212.66
11-11-2015,3337501,217.77,219.08,219.48,213.63
10-11-2015,4612408,223.48,216.5,223.7,216.08
09-11-2015,3846179,232.99,225.33,232.99,224.31
06-11-2015,2444264,230.7,232.36,233.359,229.5
05-11-2015,4494944,230.58,231.77,234.5843,229.19
04-11-2015,12713530,227,231.63,232.74,225.2
03-11-2015,8065091,213.85,208.35,214.44,207.75
02-11-2015,3924514,208.92,213.79,215.8,207.22
30-10-2015,4432433,210.4,206.93,211.63,203.89
29-10-2015,1794743,211.75,211.63,213.7481,210.64
28-10-2015,2726880,211.31,212.96,213.45,208.3
27-10-2015,3512832,214.84,210.35,217.1,207.51
26-10-2015,3388227,211.38,215.26,215.88,210
23-10-2015,4226411,215,209.09,215.35,207.69
22-10-2015,2818801,211.56,211.72,215.75,209.4
21-10-2015,4177956,211.99,210.09,214.81,208.8
20-10-2015,14877020,227.72,213.03,228.6,202
19-10-2015,2506836,226.5,228.1,231.15,224.94
16-10-2015,4327574,223.04,227.01,230.4805,222.87
15-10-2015,2835920,216.43,221.31,221.73,213.7
